id,customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
QME-94504380-d-591149-h1,Jonah Spradbery,Neutral,,10/29/2020,Billing Question,Portland,Oregon,Chatbot,Within SLA,38,Baltimore/MD
OER-25423041-n-092207-D0,Doralin Miebes,Neutral,,10/23/2020,Service Outage,Washington,District of Columbia,Chatbot,Within SLA,40,Denver/CO
HWB-19790176-8-542304-lh,Anthia Andryszczak,Negative,,10/16/2020,Service Outage,Fort Lauderdale,Florida,Chatbot,Above SLA,40,Los Angeles/CA
LCO-14172991-T-904211-4N,Tommie Roskrug,Neutral,,10/04/2020,Billing Question,Fresno,California,Web,Within SLA,18,Denver/CO
DRQ-96760702-c-382238-pB,Pauly McKeevers,Negative,5,10/15/2020,Billing Question,Durham,North Carolina,Web,Below SLA,16,Los Angeles/CA
LIX-97591585-S-599449-Z0,Darius Spittal,Neutral,7,10/27/2020,Service Outage,Reno,Nevada,Chatbot,Within SLA,33,Baltimore/MD
KYM-72010263-l-781721-5j,Ardisj Bagnall,Positive,,10/06/2020,Payments,Sacramento,California,Call-Center,Within SLA,34,Chicago/IL
JRF-42473470-G-677585-cp,Darin Wimms,Neutral,5,10/26/2020,Billing Question,Des Moines,Iowa,Call-Center,Within SLA,39,Los Angeles/CA
JEA-64014676-N-614766-NE,Jennifer Franz,Positive,9,10/24/2020,Billing Question,Tampa,Florida,Call-Center,Below SLA,8,Denver/CO
PYI-94131880-m-395655-37,Michaeline Ragbourn,Very Negative,,10/24/2020,Payments,Bradenton,Florida,Call-Center,Within SLA,32,Baltimore/MD
FHS-28741908-S-627242-y1,Sheri Stearley,Very Positive,,10/30/2020,Service Outage,Philadelphia,Pennsylvania,Web,Below SLA,36,Chicago/IL
PQW-94246126-t-754246-nT,Rafi Frape,Positive,,10/05/2020,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,28,Baltimore/MD
KHY-69435817-n-725426-Tz,Larry Dulany,Negative,,10/26/2020,Service Outage,Brooklyn,New York,Email,Within SLA,37,Baltimore/MD
HVV-69924751-N-468817-ZC,Niall Faraker,Positive,8,10/21/2020,Billing Question,Austin,Texas,Chatbot,Below SLA,15,Baltimore/MD
KXW-54166639-R-957616-dL,Lynett Moughtin,Very Positive,,10/17/2020,Billing Question,Aurora,Illinois,Chatbot,Below SLA,13,Los Angeles/CA
XJA-22554442-Z-161535-P8,Onofredo Roxbrough,Neutral,8,10/02/2020,Payments,Mesa,Arizona,Call-Center,Above SLA,25,Los Angeles/CA
OJA-53602952-L-888907-zc,Tab Look,Negative,,10/06/2020,Billing Question,Santa Fe,New Mexico,Web,Within SLA,42,Los Angeles/CA
QBX-95917093-r-210339-eK,Mignon Tinkler,Very Negative,3,10/24/2020,Billing Question,Boca Raton,Florida,Chatbot,Within SLA,10,Denver/CO
GOZ-73543184-f-630412-9v,Sig Chillcot,Negative,,10/27/2020,Billing Question,Newport Beach,California,Chatbot,Below SLA,44,Baltimore/MD
AFW-57728092-4-132222-LS,Riccardo Stock,Negative,,10/04/2020,Billing Question,El Paso,Texas,Call-Center,Within SLA,21,Denver/CO
ZKP-09310858-l-804012-MR,Fleming Picknett,Neutral,,10/12/2020,Service Outage,Wilmington,North Carolina,Web,Within SLA,19,Los Angeles/CA
OIC-33940824-R-703303-Po,Perice Duchart,Neutral,,10/03/2020,Billing Question,San Antonio,Texas,Email,Within SLA,31,Denver/CO
TUP-29652081-l-840690-cq,Chickie Gyrgorwicx,Negative,,10/16/2020,Payments,Kansas City,Missouri,Call-Center,Below SLA,45,Chicago/IL
EDZ-69681344-S-315860-b3,Jelene Place,Very Positive,,10/02/2020,Billing Question,Wilmington,Delaware,Email,Within SLA,19,Baltimore/MD
YPT-24689477-Z-451047-Zm,Cass Stoad,Positive,,10/04/2020,Service Outage,Dallas,Texas,Web,Within SLA,9,Los Angeles/CA
SKA-88757943-J-143856-He,Reginald Hendron,Very Negative,2,10/22/2020,Billing Question,Winston Salem,North Carolina,Call-Center,Within SLA,11,Baltimore/MD
ZUI-26885278-Y-979146-i7,Bidget Waldera,Very Negative,,10/21/2020,Billing Question,Fort Myers,Florida,Chatbot,Within SLA,15,Baltimore/MD
DML-41961021-B-423273-N7,Jerrie Fairey,Positive,,10/11/2020,Service Outage,Springfield,Massachusetts,Email,Within SLA,27,Los Angeles/CA
ZPL-49640651-2-773767-RE,Marissa Lademann,Very Negative,,10/22/2020,Service Outage,Milwaukee,Wisconsin,Email,Within SLA,40,Los Angeles/CA
ICV-15023806-8-577093-jz,El Glanvill,Very Positive,9,10/22/2020,Billing Question,Kansas City,Missouri,Call-Center,Within SLA,28,Baltimore/MD
RRH-92183509-T-227149-mN,Nola Clynmans,Negative,,10/04/2020,Billing Question,Los Angeles,California,Email,Below SLA,6,Baltimore/MD
ECG-13639028-F-156714-Pw,Margaux Stuchburie,Negative,4,10/01/2020,Billing Question,Pasadena,California,Email,Within SLA,17,Denver/CO
OPS-61122388-1-316363-5q,Tremain Oldman,Negative,5,10/17/2020,Billing Question,Brea,California,Call-Center,Within SLA,14,Denver/CO
KLO-93476320-v-846997-yR,Melli Suermeier,Negative,,10/10/2020,Billing Question,El Paso,Texas,Email,Within SLA,41,Chicago/IL
PRG-42495728-d-334951-RH,Etta Gooms,Very Negative,4,10/13/2020,Payments,Detroit,Michigan,Call-Center,Within SLA,43,Los Angeles/CA
FIB-47393942-w-833597-7f,Raf Guiu,Positive,,10/26/2020,Billing Question,Orlando,Florida,Chatbot,Below SLA,6,Chicago/IL
TDS-99597549-8-224782-QC,Tiffy Lebbon,Negative,6,10/23/2020,Billing Question,Asheville,North Carolina,Call-Center,Above SLA,15,Los Angeles/CA
VPN-62721581-E-752672-LV,Ava Schutt,Negative,4,10/04/2020,Billing Question,Austin,Texas,Web,Within SLA,17,Baltimore/MD
GIS-97795229-9-782372-D8,Craggie Cockling,Positive,,10/05/2020,Billing Question,El Paso,Texas,Web,Below SLA,17,Chicago/IL
TFF-43435519-h-406442-Dm,Garik Mahoney,Negative,4,10/18/2020,Service Outage,Boise,Idaho,Email,Within SLA,22,Los Angeles/CA
ALB-52229088-b-483405-T2,Laurie Innerstone,Neutral,,10/15/2020,Service Outage,Richmond,Virginia,Email,Below SLA,31,Baltimore/MD
ANM-96312335-C-531753-zj,Catherina Fernao,Positive,9,10/08/2020,Billing Question,Spokane,Washington,Call-Center,Above SLA,8,Los Angeles/CA
ZBK-83287218-T-270176-4D,Barry Thomen,Negative,4,10/20/2020,Service Outage,Atlanta,Georgia,Chatbot,Within SLA,10,Baltimore/MD
PBC-29717772-E-867818-EH,Karlie Hadwin,Positive,,10/30/2020,Billing Question,Hartford,Connecticut,Call-Center,Within SLA,30,Los Angeles/CA
JBB-32989417-2-740157-4a,Deerdre Grassett,Very Negative,,10/04/2020,Billing Question,Memphis,Tennessee,Web,Below SLA,42,Baltimore/MD
HIM-28336363-J-900235-gz,Dory Birdis,Positive,,10/03/2020,Billing Question,Lexington,Kentucky,Email,Within SLA,28,Baltimore/MD
OQD-46520782-X-463724-s8,Cordell Hardan,Negative,,10/24/2020,Billing Question,Fort Lauderdale,Florida,Web,Within SLA,22,Los Angeles/CA
OEH-52937610-9-849484-z9,Merlina Suttling,Neutral,6,10/27/2020,Billing Question,Montgomery,Alabama,Web,Below SLA,33,Los Angeles/CA
VBO-19401560-M-456479-fk,Idell Billam,Neutral,8,10/10/2020,Payments,New York City,New York,Call-Center,Below SLA,22,Los Angeles/CA
JOM-44921791-W-469191-Ms,Joyan Tomczykowski,Positive,,10/05/2020,Billing Question,Detroit,Michigan,Email,Within SLA,31,Baltimore/MD
BCB-33248547-m-428102-nU,Alfons Wren,Negative,4,10/26/2020,Billing Question,Washington,District of Columbia,Web,Within SLA,12,Los Angeles/CA
IQY-51115262-Q-153481-Un,Evaleen Witcomb,Neutral,,10/25/2020,Billing Question,Roanoke,Virginia,Chatbot,Within SLA,25,Baltimore/MD
TWJ-55450110-j-103009-It,Pearle Scholz,Very Positive,,10/22/2020,Billing Question,El Paso,Texas,Web,Above SLA,13,Chicago/IL
KAI-32058774-S-368389-FA,Fredia Palfrey,Positive,,10/16/2020,Billing Question,Cincinnati,Ohio,Call-Center,Below SLA,28,Los Angeles/CA
YOZ-76886779-l-672244-3w,Alix Duker,Very Negative,,10/18/2020,Service Outage,Missoula,Montana,Email,Within SLA,44,Denver/CO
SLY-52061695-J-738287-9y,Calhoun Edlington,Very Negative,2,10/16/2020,Service Outage,Hayward,California,Chatbot,Within SLA,45,Baltimore/MD
REN-48179510-h-165994-qM,Danita Barajas,Very Negative,1,10/09/2020,Billing Question,Roanoke,Virginia,Chatbot,Below SLA,9,Baltimore/MD
QVE-54337300-C-574047-Ln,Felicle Wellbank,Negative,,10/25/2020,Service Outage,Jefferson City,Missouri,Chatbot,Below SLA,33,Baltimore/MD
BJN-44499602-G-379671-JD,Redford MacVay,Very Positive,9,10/22/2020,Billing Question,Houston,Texas,Call-Center,Within SLA,5,Chicago/IL
UVJ-25021168-d-674662-Md,Oona Theakston,Neutral,8,10/30/2020,Billing Question,York,Pennsylvania,Email,Within SLA,9,Baltimore/MD
OGV-19339360-2-682244-Wa,Elladine Chellam,Neutral,,10/07/2020,Payments,Dallas,Texas,Call-Center,Within SLA,45,Chicago/IL
DDM-62698176-d-496604-xn,Gonzales Kennler,Neutral,,10/22/2020,Service Outage,Washington,District of Columbia,Chatbot,Above SLA,27,Baltimore/MD
HWR-98996663-F-385907-PF,Bree Snelle,Neutral,,10/23/2020,Billing Question,Hamilton,Ohio,Web,Above SLA,40,Los Angeles/CA
XOL-40964508-k-079216-Fv,Marshall Boyson,Negative,,10/22/2020,Billing Question,Kansas City,Missouri,Web,Below SLA,22,Los Angeles/CA
EZF-31628267-c-512736-kg,Zara Archbell,Negative,,10/07/2020,Billing Question,Lake Charles,Louisiana,Web,Within SLA,14,Baltimore/MD
MNZ-79228957-P-070847-3a,Billie Antonik,Very Negative,4,10/26/2020,Service Outage,Oklahoma City,Oklahoma,Chatbot,Within SLA,14,Los Angeles/CA
ZRT-88782680-f-817861-wO,Wandie Fairey,Negative,,10/01/2020,Billing Question,Indianapolis,Indiana,Email,Within SLA,41,Baltimore/MD
KXC-02980683-4-467784-nD,Catha Ofield,Neutral,8,10/05/2020,Payments,Dallas,Texas,Call-Center,Within SLA,26,Baltimore/MD
OPX-19176995-0-557050-s0,Salomon Tilio,Negative,3,10/30/2020,Service Outage,Lakeland,Florida,Chatbot,Below SLA,42,Chicago/IL
CBD-74854280-W-825383-jI,Kamillah Tootin,Negative,,10/18/2020,Billing Question,Phoenix,Arizona,Call-Center,Within SLA,32,Baltimore/MD
VZU-41825516-e-328136-n4,Brandyn Keegan,Positive,,10/07/2020,Billing Question,San Antonio,Texas,Chatbot,Within SLA,16,Los Angeles/CA
OEN-52402846-p-336781-NY,Wren Dumphy,Neutral,,10/23/2020,Billing Question,Minneapolis,Minnesota,Email,Within SLA,39,Baltimore/MD
HPQ-55259574-r-368226-bo,Luella Dyerson,Neutral,,10/09/2020,Billing Question,Gainesville,Florida,Call-Center,Below SLA,11,Los Angeles/CA
BGE-30732492-Y-142320-Pj,Edie Waddoups,Neutral,,10/29/2020,Billing Question,Savannah,Georgia,Call-Center,Below SLA,35,Los Angeles/CA
BCS-17976782-f-009212-yY,Angus Martyns,Very Negative,4,10/14/2020,Billing Question,Norwalk,Connecticut,Email,Within SLA,5,Denver/CO
QKQ-77968456-A-154526-YY,Aviva Pattillo,Positive,7,10/29/2020,Billing Question,Cedar Rapids,Iowa,Email,Within SLA,28,Los Angeles/CA
GYA-89804766-V-315099-gG,Toni Lorenzo,Neutral,,10/28/2020,Billing Question,Des Moines,Iowa,Web,Within SLA,26,Baltimore/MD
NHS-86493187-Y-264636-Wu,Darrelle Gare,Very Positive,,10/27/2020,Billing Question,Wichita,Kansas,Call-Center,Within SLA,32,Los Angeles/CA
OJW-02922405-l-079917-Z2,Bruce Vittet,Very Negative,1,10/21/2020,Billing Question,Midland,Texas,Email,Within SLA,38,Chicago/IL
EPN-83050755-T-578067-Bm,Emlynne Nickerson,Very Negative,,10/09/2020,Payments,Bloomington,Illinois,Call-Center,Within SLA,22,Los Angeles/CA
TZQ-85899957-6-141501-8A,Amber MacLaig,Negative,6,10/07/2020,Billing Question,Fort Myers,Florida,Web,Within SLA,11,Los Angeles/CA
YNS-82047495-s-830603-ND,Marven Theakston,Negative,,10/17/2020,Service Outage,Tacoma,Washington,Chatbot,Within SLA,8,Los Angeles/CA
UTA-37103779-m-927224-9o,Mychal Sawtell,Neutral,,10/18/2020,Billing Question,San Francisco,California,Web,Within SLA,14,Baltimore/MD
BMJ-25805582-5-700355-9S,Donnamarie Youthead,Negative,5,10/27/2020,Billing Question,Birmingham,Alabama,Web,Within SLA,29,Baltimore/MD
XFG-32731467-H-626476-s5,Rana Woolsey,Very Negative,,10/03/2020,Service Outage,Houston,Texas,Email,Within SLA,38,Los Angeles/CA
VVS-41202642-O-946969-Ce,Pearla Rope,Positive,7,10/17/2020,Billing Question,Des Moines,Iowa,Call-Center,Above SLA,32,Los Angeles/CA
KGL-92312497-H-436825-MM,Chrysler Parfitt,Very Negative,,10/03/2020,Billing Question,New Orleans,Louisiana,Chatbot,Within SLA,39,Los Angeles/CA
RZA-08362678-q-293647-ZR,Babb Ossenna,Negative,,10/12/2020,Billing Question,Pompano Beach,Florida,Chatbot,Within SLA,40,Los Angeles/CA
ZDI-09842416-9-733446-mm,Rivkah Kingzeth,Negative,3,10/16/2020,Service Outage,Baton Rouge,Louisiana,Email,Within SLA,26,Baltimore/MD
HEM-41114808-b-728391-sg,Vaughan Carlile,Neutral,,10/28/2020,Billing Question,Raleigh,North Carolina,Web,Within SLA,19,Baltimore/MD
VGW-13059990-u-139777-Dl,Pepi Hellsdon,Very Negative,,10/24/2020,Billing Question,Saint Louis,Missouri,Call-Center,Below SLA,38,Los Angeles/CA
ROW-99112882-4-823718-2y,Bidget Maps,Negative,,10/11/2020,Billing Question,Omaha,Nebraska,Web,Within SLA,44,Chicago/IL
RVV-17061446-u-886232-qF,Arlee Linham,Positive,,10/27/2020,Service Outage,Laurel,Maryland,Chatbot,Below SLA,33,Los Angeles/CA
XHK-82675235-i-163756-Al,Rad Woolam,Negative,,10/24/2020,Billing Question,Atlanta,Georgia,Call-Center,Within SLA,21,Chicago/IL
DWK-79671263-2-257038-iL,Marla Hickisson,Positive,,10/18/2020,Service Outage,Anaheim,California,Chatbot,Within SLA,31,Denver/CO
HRH-86176529-H-631309-JE,Evangeline Bright,Neutral,,10/01/2020,Service Outage,Valley Forge,Pennsylvania,Web,Within SLA,27,Los Angeles/CA
WHG-15807347-L-786043-KD,Lyell Ingon,Very Negative,1,10/13/2020,Payments,Miami,Florida,Call-Center,Above SLA,31,Los Angeles/CA
BAB-45425523-E-932074-ee,Mervin Beetles,Negative,,10/17/2020,Billing Question,Saint Louis,Missouri,Email,Below SLA,32,Los Angeles/CA
BQV-20731424-i-886546-IU,Sharyl Swayland,Neutral,5,10/22/2020,Billing Question,Saint Cloud,Minnesota,Email,Below SLA,20,Denver/CO
RHJ-25619783-o-484946-2J,Heida Bilton,Very Negative,,10/25/2020,Billing Question,Saint Louis,Missouri,Web,Within SLA,36,Los Angeles/CA
YEM-97811679-d-056054-Fy,Marnia Hairsnape,Negative,3,10/05/2020,Billing Question,San Antonio,Texas,Email,Within SLA,28,Los Angeles/CA
BPF-05174847-0-166995-FR,Cleve Orteu,Neutral,,10/03/2020,Billing Question,Baltimore,Maryland,Chatbot,Above SLA,43,Baltimore/MD
MTO-45029230-L-556390-f5,Colly Goring,Positive,,10/07/2020,Billing Question,Pittsburgh,Pennsylvania,Email,Within SLA,44,Chicago/IL
MHU-05519382-7-849366-Kd,Hobard England,Very Negative,4,10/21/2020,Payments,Savannah,Georgia,Call-Center,Within SLA,31,Los Angeles/CA
OUI-25531547-u-301097-aJ,Codi Wisby,Positive,8,10/26/2020,Service Outage,Houston,Texas,Chatbot,Below SLA,33,Los Angeles/CA
JRA-73937947-M-555861-U9,Tamar Ashborne,Negative,4,10/23/2020,Billing Question,Jackson,Mississippi,Chatbot,Within SLA,7,Los Angeles/CA
WUP-00299727-X-463030-x9,Vale de Juares,Neutral,,10/22/2020,Billing Question,Roanoke,Virginia,Call-Center,Within SLA,8,Chicago/IL
NQU-77696974-3-736059-ZL,Ailene Clines,Negative,,10/04/2020,Payments,Pensacola,Florida,Call-Center,Within SLA,29,Los Angeles/CA
HRN-08419875-A-949683-tN,Fredia Weatherup,Very Negative,,10/16/2020,Service Outage,Roanoke,Virginia,Chatbot,Within SLA,20,Chicago/IL
LGB-47810433-s-806123-0E,Felicia Ledward,Negative,,10/16/2020,Payments,Concord,California,Call-Center,Within SLA,34,Baltimore/MD
NEF-64429878-5-051221-Pp,Jerome Coulsen,Negative,3,10/11/2020,Payments,El Paso,Texas,Call-Center,Within SLA,21,Baltimore/MD
NFI-02421818-B-799803-fG,Bobbie Daouze,Neutral,5,10/04/2020,Payments,Beaufort,South Carolina,Call-Center,Above SLA,18,Chicago/IL
SQQ-69873848-j-051694-Ey,Alanson Cavanagh,Neutral,,10/17/2020,Billing Question,San Jose,California,Call-Center,Within SLA,13,Los Angeles/CA
LLC-11813547-c-413445-BP,Filberte Catcheside,Negative,,10/14/2020,Billing Question,Washington,District of Columbia,Call-Center,Below SLA,33,Chicago/IL
UAQ-63786045-T-220030-1N,Hedy Santacrole,Negative,,10/22/2020,Service Outage,Zephyrhills,Florida,Chatbot,Within SLA,14,Denver/CO
VEK-59049683-y-211534-kC,Hayward Sinncock,Neutral,5,10/14/2020,Billing Question,Syracuse,New York,Chatbot,Within SLA,19,Denver/CO
QSO-89910281-i-947237-ph,Stanislas McComiskey,Negative,,10/01/2020,Billing Question,San Bernardino,California,Web,Within SLA,36,Baltimore/MD
VAS-22102951-T-863882-DO,Verney Pilfold,Very Negative,2,10/02/2020,Billing Question,Monroe,Louisiana,Call-Center,Within SLA,33,Baltimore/MD
PGQ-56739435-N-213340-bg,Luther Shreeves,Neutral,7,10/28/2020,Billing Question,White Plains,New York,Chatbot,Within SLA,16,Denver/CO
NQK-69494213-a-190704-ky,Kate Lindstedt,Negative,,10/26/2020,Payments,El Paso,Texas,Call-Center,Above SLA,32,Chicago/IL
EQY-22052935-W-947572-Cj,Gino Learoyde,Negative,6,10/26/2020,Payments,Tampa,Florida,Call-Center,Above SLA,33,Baltimore/MD
CSL-61517110-T-565407-0V,Vin Gaynor,Negative,,10/12/2020,Billing Question,Boston,Massachusetts,Web,Within SLA,8,Chicago/IL
UHP-41855158-T-203638-tr,Rudolf Caulcutt,Neutral,8,10/18/2020,Billing Question,Des Moines,Iowa,Chatbot,Within SLA,33,Chicago/IL
BDJ-96299465-1-798848-QA,Samuele Binley,Very Negative,,10/21/2020,Billing Question,Wichita,Kansas,Chatbot,Within SLA,5,Los Angeles/CA
MBZ-69593276-Q-124415-Ve,Mandie Harness,Neutral,6,10/06/2020,Billing Question,Hamilton,Ohio,Email,Within SLA,19,Los Angeles/CA
CMX-35211557-2-885637-Qp,Marci Augar,Very Negative,,10/08/2020,Billing Question,Charleston,South Carolina,Web,Within SLA,34,Denver/CO
HYA-32740530-w-935617-qw,Moise Miell,Very Negative,,10/12/2020,Billing Question,Washington,District of Columbia,Web,Within SLA,43,Chicago/IL
TCN-95931564-o-520647-w3,Johnathon Klosser,Negative,5,10/27/2020,Billing Question,Norcross,Georgia,Web,Within SLA,8,Los Angeles/CA
VCN-88245782-T-890906-4d,Henrieta MacCallion,Negative,,10/06/2020,Billing Question,Winston Salem,North Carolina,Email,Within SLA,28,Los Angeles/CA
QIM-55742138-J-349597-GU,Goddart Waplinton,Very Negative,,10/17/2020,Payments,Miami,Florida,Call-Center,Within SLA,38,Los Angeles/CA
PRN-86250456-y-373288-hM,Mortimer Bouts,Very Negative,,10/10/2020,Service Outage,Staten Island,New York,Email,Within SLA,16,Los Angeles/CA
WKY-51408460-m-130949-Kq,Beverie Jandak,Positive,,10/07/2020,Billing Question,Louisville,Kentucky,Chatbot,Within SLA,23,Los Angeles/CA
XRG-89524587-u-346728-9b,Gawain Fulk,Neutral,,10/17/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,30,Chicago/IL
CVC-07258466-A-833805-ti,Hedwiga Stickells,Very Negative,,10/08/2020,Service Outage,Spokane,Washington,Chatbot,Within SLA,20,Chicago/IL
GNG-20350454-v-422262-Gj,Delmore Mattis,Positive,8,10/07/2020,Billing Question,Corona,California,Email,Within SLA,35,Los Angeles/CA
SME-84281301-g-213596-Su,Johny Brammer,Positive,,10/11/2020,Billing Question,Milwaukee,Wisconsin,Web,Below SLA,7,Los Angeles/CA
KSL-52179819-5-501129-NX,Nadean Massey,Neutral,,10/23/2020,Service Outage,Toledo,Ohio,Web,Within SLA,10,Los Angeles/CA
WUM-13736477-D-542283-Tk,Moses Carding,Negative,,10/12/2020,Billing Question,Youngstown,Ohio,Email,Above SLA,41,Los Angeles/CA
WRV-50303744-t-256235-cQ,Orin Tiery,Neutral,5,10/05/2020,Service Outage,Corpus Christi,Texas,Email,Below SLA,27,Los Angeles/CA
PVR-04969621-K-715091-3i,Brendin Christophers,Negative,5,10/02/2020,Billing Question,Houston,Texas,Chatbot,Within SLA,36,Denver/CO
GRF-80491584-o-711924-o2,Cathy Steeden,Positive,,10/13/2020,Billing Question,Dulles,Virginia,Call-Center,Within SLA,6,Los Angeles/CA
NDK-27645368-V-773218-DQ,Davine Woodsford,Negative,6,10/26/2020,Service Outage,Cleveland,Ohio,Email,Below SLA,20,Baltimore/MD
WKS-74696614-V-309257-T2,Carlie Suffield,Neutral,,10/30/2020,Billing Question,Phoenix,Arizona,Email,Within SLA,28,Los Angeles/CA
FIG-30011679-8-796296-M7,Chad Hyam,Negative,,10/20/2020,Billing Question,Brooklyn,New York,Chatbot,Below SLA,17,Los Angeles/CA
WOW-54492877-z-950167-aF,Northrop Suttaby,Negative,,10/06/2020,Billing Question,Boynton Beach,Florida,Web,Above SLA,26,Los Angeles/CA
VQI-05050417-P-304935-lU,Roxane Cawsey,Negative,,10/24/2020,Service Outage,Chattanooga,Tennessee,Web,Within SLA,16,Los Angeles/CA
VAD-34757458-g-767952-Bl,Carey Duffett,Positive,7,10/18/2020,Billing Question,Washington,District of Columbia,Call-Center,Above SLA,36,Chicago/IL
YIE-42805217-K-217727-6w,Annamaria Lepper,Very Negative,1,10/20/2020,Billing Question,Fort Wayne,Indiana,Email,Below SLA,35,Los Angeles/CA
IKZ-49535277-h-556061-12,Ulberto Dodson,Neutral,,10/28/2020,Billing Question,Fresno,California,Email,Above SLA,27,Chicago/IL
HIH-06219868-I-142427-vF,Bronny Whitehall,Neutral,,10/01/2020,Billing Question,Tyler,Texas,Web,Below SLA,31,Denver/CO
GMT-43980817-i-671997-H1,Tobie Conyer,Neutral,,10/10/2020,Billing Question,Akron,Ohio,Call-Center,Below SLA,31,Los Angeles/CA
SXB-01917143-A-894654-rl,Marisa Calverd,Negative,,10/05/2020,Payments,Norfolk,Virginia,Call-Center,Below SLA,24,Los Angeles/CA
NBN-53861264-f-154998-XU,Jannelle Grandisson,Neutral,8,10/12/2020,Billing Question,Trenton,New Jersey,Call-Center,Below SLA,31,Denver/CO
YTY-47789058-B-831671-px,Michel Hughs,Very Negative,,10/12/2020,Billing Question,Charleston,West Virginia,Chatbot,Within SLA,25,Baltimore/MD
EVC-78505232-w-112632-Xs,Enriqueta Stanway,Very Negative,4,10/14/2020,Billing Question,Columbus,Ohio,Web,Within SLA,21,Los Angeles/CA
VCM-16832336-v-176320-nf,Rosabella Hollyer,Neutral,,10/10/2020,Billing Question,Evansville,Indiana,Chatbot,Within SLA,27,Los Angeles/CA
NEH-71340112-x-000571-l4,Asia Skitral,Very Negative,1,10/09/2020,Billing Question,Greensboro,North Carolina,Call-Center,Within SLA,8,Los Angeles/CA
NQJ-84468974-o-796194-SB,Zeke Schoenleiter,Neutral,,10/25/2020,Service Outage,Lees Summit,Missouri,Chatbot,Within SLA,17,Denver/CO
GDE-01781404-C-608631-7d,Bernadina Karppi,Very Negative,,10/01/2020,Billing Question,El Paso,Texas,Email,Below SLA,38,Los Angeles/CA
GJO-65342555-4-465013-LR,Fredericka Minall,Negative,,10/25/2020,Service Outage,Washington,District of Columbia,Chatbot,Within SLA,5,Los Angeles/CA
